Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude 
ZGZ,Goods-producing industries,Nitrous oxide,2019.06,50,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.09,52,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.12,52,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.03,50,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.06,49,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.09,52,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.12,51,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.03,54,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.06,55,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.09,51,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.12,51,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.03,51,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.06,51,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.09,50,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.12,49,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.03,48,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.06,47,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.09,49,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.12,49,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.03,49,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.06,51,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.03,8912,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.06,9034,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.09,9043,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.12,8942,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.03,8964,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.06,9048,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.09,9061,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.12,9016,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.03,9156,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.06,9161,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.09,9177,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.12,9152,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.03,9120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.06,9112,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.09,9124,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.12,9142,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.03,9216,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.06,9193,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.09,9208,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.12,9219,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.03,9104,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.06,9085,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.09,9096,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.12,9090,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.03,8961,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.06,8942,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.09,8976,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.12,8974,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.03,8884,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.06,8884,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.09,8992,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.12,9003,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.03,8887,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.06,8913,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.09,9124,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.12,9080,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.03,9229,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.06,9146,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.09,8798,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.12,8885,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.03,9122,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.06,9120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.09,8867,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.12,8854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.03,8849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.06,9039,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.09,9087,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.12,8704,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.03,8795,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.06,8698,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.09,8837,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.12,8971,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.03,8677,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.06,8629,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.09,8662,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.12,8700,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.03,8571,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.06,8535,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.03,985,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.06,1012,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.09,999,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.12,988,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.03,1050,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.06,1043,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.09,1058,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.12,1029,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.03,1056,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.06,1068,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.09,1053,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.12,1081,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.03,1014,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.06,1027,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.09,1028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.12,1067,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.03,1114,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.06,1004,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.09,995,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.12,980,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.03,960,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.06,1064,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.09,1055,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.12,1029,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.03,1002,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.06,973,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.09,957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.12,932,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.03,908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.06,936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.09,986,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.12,1002,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.03,984,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.06,972,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.09,994,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.12,936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.03,1031,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.06,1044,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.09,1027,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.12,1027,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.03,1003,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.06,881,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.09,976,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.12,971,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.03,934,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.06,949,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.09,908,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.12,927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.03,927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.06,940,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.09,924,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.12,921,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.03,930,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.06,943,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.09,929,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.12,964,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.03,982,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.06,941,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.03,11463,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.06,11616,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.09,11616,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.12,11519,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.03,11601,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.06,11693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.09,11729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.12,11653,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.03,11836,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.06,11862,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.09,11865,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.12,11856,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.03,11760,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.06,11764,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.09,11790,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.12,11856,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.03,12004,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.06,11897,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.09,11906,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.12,11897,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.03,11755,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.06,11830,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.09,11831,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.12,11795,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.03,11643,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.06,11599,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2016.09,11612,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
